xflr5 v6.50

Plane Name
T1-44.0 m/s-LLT
QInf  =   44.000000 m/s
Alpha =   14.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.955977
Cy    =    0.000000
Cd    =    0.079499     ICd   =    0.058174     PCd   =    0.021325
Cl   = -3.93023e-17
Cm   =   -0.218163
ICn   =   -0.000000     PCn   =    0.000000 
XCP   =    0.051588     YCP   =    0.000000     ZCP   =    0.000000  
XNP   =    0.000000
Bending =   50.819343

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
   -0.6321     0.2400   -11.283    0.307334    0.007038    0.060522   -0.077415   -0.000582     0.5860    0.7410    0.2461    0.0000
   -0.6087     0.2400    -8.786    0.559089    0.009385    0.085733   -0.135919    0.003853     0.2323    0.8244    0.2358    0.0321
   -0.5702     0.2400    -6.689    0.745430    0.013216    0.087028   -0.175087    0.011270     0.0338    0.9444    0.2257    0.2739
   -0.5178     0.2400    -5.446    0.879259    0.016035    0.083571   -0.210215    0.009600     0.0235    0.9920    0.2286    1.1101
   -0.4525     0.2400    -4.248    0.962129    0.018687    0.071337   -0.224161    0.016371     0.0195    1.0000    0.2211    3.1099
   -0.3762     0.2400    -3.297    1.009043    0.021998    0.058068   -0.229191    0.023070     0.0180    1.0000    0.2138    6.9316
   -0.2906     0.2400    -2.758    1.038169    0.024112    0.049972   -0.233833    0.025709     0.0175    1.0000    0.2111   13.2086
   -0.1978     0.2400    -2.422    1.055301    0.025586    0.044608   -0.236606    0.027219     0.0172    1.0000    0.2095   22.4554
   -0.1001     0.2400    -2.239    1.064168    0.026463    0.041582   -0.238075    0.027968     0.0170    1.0000    0.2087   34.9801
   -0.0000     0.2400    -2.182    1.066937    0.026737    0.040625   -0.238533    0.028201     0.0169    1.0000    0.2085   50.8193
    0.1001     0.2400    -2.239    1.064168    0.026463    0.041582   -0.238075    0.027968     0.0170    1.0000    0.2087   34.9801
    0.1978     0.2400    -2.422    1.055301    0.025586    0.044608   -0.236606    0.027219     0.0172    1.0000    0.2095   22.4554
    0.2906     0.2400    -2.758    1.038169    0.024112    0.049972   -0.233833    0.025709     0.0175    1.0000    0.2111   13.2086
    0.3762     0.2400    -3.297    1.009043    0.021998    0.058068   -0.229191    0.023070     0.0180    1.0000    0.2138    6.9316
    0.4525     0.2400    -4.248    0.962129    0.018687    0.071337   -0.224161    0.016371     0.0195    1.0000    0.2211    3.1099
    0.5178     0.2400    -5.446    0.879259    0.016035    0.083571   -0.210215    0.009600     0.0235    0.9920    0.2286    1.1101
    0.5702     0.2400    -6.689    0.745430    0.013216    0.087028   -0.175087    0.011270     0.0338    0.9444    0.2257    0.2739
    0.6087     0.2400    -8.786    0.559089    0.009385    0.085733   -0.135919    0.003853     0.2323    0.8244    0.2358    0.0321
    0.6321     0.2400   -11.283    0.307334    0.007038    0.060522   -0.077415   -0.000582     0.5860    0.7410    0.2461    0.0000




