xflr5 v6.50

Plane Name
T1-44.0 m/s-LLT
QInf  =   44.000000 m/s
Alpha =   13.000000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.912415
Cy    =    0.000000
Cd    =    0.071144     ICd   =    0.052576     PCd   =    0.018568
Cl   = -3.87144e-17
Cm   =   -0.212557
ICn   =    0.000000     PCn   =    0.000000 
XCP   =    0.052814     YCP   =    0.000000     ZCP   =    0.000000  
XNP   =    0.000000
Bending =   48.251334

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
   -0.6321     0.2238   -10.276    0.307670    0.007240    0.055182   -0.093168   -0.000467     0.5914    0.7463    0.2457    0.0000
   -0.6087     0.2388    -8.192    0.527106    0.008265    0.075362   -0.132057    0.001931     0.3663    0.8086    0.2394    0.0300
   -0.5702     0.2400    -6.170    0.700074    0.012434    0.075388   -0.165443    0.009949     0.0433    0.9110    0.2271    0.2566
   -0.5178     0.2400    -4.970    0.828414    0.014752    0.071865   -0.198020    0.009527     0.0260    0.9825    0.2286    1.0412
   -0.4525     0.2400    -4.114    0.915502    0.016861    0.065734   -0.220501    0.008863     0.0217    0.9991    0.2295    2.9214
   -0.3762     0.2400    -3.217    0.963809    0.018770    0.054108   -0.224834    0.016633     0.0194    1.0000    0.2208    6.5314
   -0.2906     0.2400    -2.643    0.991335    0.020707    0.045733   -0.227384    0.020979     0.0184    1.0000    0.2160   12.4816
   -0.1978     0.2400    -2.318    1.007881    0.021927    0.040772   -0.229532    0.022977     0.0180    1.0000    0.2139   21.2641
   -0.1001     0.2400    -2.154    1.017034    0.022525    0.038232   -0.230986    0.023817     0.0179    1.0000    0.2130   33.1746
   -0.0000     0.2400    -2.101    1.019960    0.022716    0.037409   -0.231450    0.024085     0.0178    1.0000    0.2128   48.2513
    0.1001     0.2400    -2.154    1.017034    0.022525    0.038232   -0.230986    0.023817     0.0179    1.0000    0.2130   33.1746
    0.1978     0.2400    -2.318    1.007881    0.021927    0.040772   -0.229532    0.022977     0.0180    1.0000    0.2139   21.2641
    0.2906     0.2400    -2.643    0.991335    0.020707    0.045733   -0.227384    0.020979     0.0184    1.0000    0.2160   12.4816
    0.3762     0.2400    -3.217    0.963809    0.018770    0.054108   -0.224834    0.016633     0.0194    1.0000    0.2208    6.5314
    0.4525     0.2400    -4.114    0.915502    0.016861    0.065734   -0.220501    0.008863     0.0217    0.9991    0.2295    2.9214
    0.5178     0.2400    -4.970    0.828414    0.014752    0.071865   -0.198020    0.009527     0.0260    0.9825    0.2286    1.0412
    0.5702     0.2400    -6.170    0.700074    0.012434    0.075388   -0.165443    0.009949     0.0433    0.9110    0.2271    0.2566
    0.6087     0.2388    -8.192    0.527106    0.008265    0.075362   -0.132057    0.001931     0.3663    0.8086    0.2394    0.0300
    0.6321     0.2238   -10.276    0.307670    0.007240    0.055182   -0.093168   -0.000467     0.5914    0.7463    0.2457    0.0000




