xflr5 v6.50

Plane Name
T1-44.0 m/s-LLT
QInf  =   44.000000 m/s
Alpha =   13.500000
Beta  =    0.000°
Phi   =    0.000°
Ctrl  =    0.000
CL    =    0.935779
Cy    =    0.000000
Cd    =    0.075353     ICd   =    0.055469     PCd   =    0.019883
Cl   = -4.23368e-17
Cm   =   -0.216356
ICn   =   -0.000000     PCn   =   -0.000000 
XCP   =    0.052253     YCP   =    0.000000     ZCP   =    0.000000  
XNP   =    0.000000
Bending =   49.562094

Main Wing
  y-span        Chord      Ai         Cl        PCd          ICd        CmGeom    CmAirf@chord/4    XTrtop    XTrBot      XCP       BM
   -0.6321     0.2238   -10.682    0.318025    0.007248    0.059293   -0.096242   -0.000420     0.5866    0.7491    0.2455    0.0000
   -0.6087     0.2388    -8.479    0.544325    0.008802    0.080549   -0.135434    0.002931     0.2927    0.8167    0.2374    0.0310
   -0.5702     0.2400    -6.419    0.723155    0.012819    0.081011   -0.170381    0.010795     0.0373    0.9283    0.2261    0.2651
   -0.5178     0.2400    -5.263    0.855444    0.015286    0.078581   -0.206127    0.008191     0.0247    0.9885    0.2302    1.0756
   -0.4525     0.2400    -4.178    0.939479    0.017720    0.068515   -0.222687    0.012684     0.0205    1.0000    0.2252    3.0174
   -0.3762     0.2400    -3.250    0.986576    0.020291    0.055963   -0.226987    0.020185     0.0186    1.0000    0.2169    6.7364
   -0.2906     0.2400    -2.693    1.014821    0.022380    0.047707   -0.230634    0.023614     0.0179    1.0000    0.2133   12.8539
   -0.1978     0.2400    -2.375    1.032091    0.023618    0.042782   -0.233393    0.025181     0.0176    1.0000    0.2116   21.8729
   -0.1001     0.2400    -2.199    1.041194    0.024369    0.039963   -0.234862    0.025993     0.0174    1.0000    0.2108   34.0964
   -0.0000     0.2400    -2.144    1.044039    0.024603    0.039071   -0.235321    0.026247     0.0174    1.0000    0.2105   49.5621
    0.1001     0.2400    -2.199    1.041194    0.024369    0.039963   -0.234862    0.025993     0.0174    1.0000    0.2108   34.0964
    0.1978     0.2400    -2.375    1.032091    0.023618    0.042782   -0.233393    0.025181     0.0176    1.0000    0.2116   21.8729
    0.2906     0.2400    -2.693    1.014821    0.022380    0.047707   -0.230634    0.023614     0.0179    1.0000    0.2133   12.8539
    0.3762     0.2400    -3.250    0.986576    0.020291    0.055963   -0.226987    0.020185     0.0186    1.0000    0.2169    6.7364
    0.4525     0.2400    -4.178    0.939479    0.017720    0.068515   -0.222687    0.012684     0.0205    1.0000    0.2252    3.0174
    0.5178     0.2400    -5.263    0.855444    0.015286    0.078581   -0.206127    0.008191     0.0247    0.9885    0.2302    1.0756
    0.5702     0.2400    -6.419    0.723155    0.012819    0.081011   -0.170381    0.010795     0.0373    0.9283    0.2261    0.2651
    0.6087     0.2388    -8.479    0.544325    0.008802    0.080549   -0.135434    0.002931     0.2927    0.8167    0.2374    0.0310
    0.6321     0.2238   -10.682    0.318025    0.007248    0.059293   -0.096242   -0.000420     0.5866    0.7491    0.2455    0.0000




